1584175638 0.00761 0.62892 -0.00841 -0.01070 0.01207 0.00597 0.99985
1584175638 0.00529 0.92699 -0.00830 -0.00876 0.01169 0.00746 0.99987
1584175638 0.00593 1.32312 -0.00063 -0.00631 0.01103 0.00928 0.99988
1584175638 0.00378 1.74472 0.01049 -0.00430 0.01096 0.01090 0.99987
1584175638 0.00142 2.05576 -0.00085 -0.00790 0.01193 0.01261 0.99982
1584175638 -0.00080 2.42504 -0.01517 -0.01156 0.01285 0.01433 0.99975
1584175638 -0.00660 2.62289 -0.01340 -0.01128 0.01299 0.01569 0.99973
1584175638 -0.01318 2.78676 -0.00893 -0.01150 0.01298 0.01722 0.99970
1584175638 -0.02200 2.94708 -0.00942 -0.01150 0.01271 0.01893 0.99967
1584175639 -0.02888 3.10135 -0.01057 -0.01163 0.01274 0.02059 0.99964
1584175639 -0.03182 3.28412 -0.01258 -0.01120 0.01430 0.02216 0.99959
1584175639 -0.03496 3.45023 -0.01509 -0.01057 0.01597 0.02372 0.99954
1584175639 -0.03894 3.60683 -0.01131 -0.01065 0.01744 0.02504 0.99948
1584175639 -0.04388 3.77200 -0.00835 -0.01016 0.01870 0.02600 0.99944
1584175639 -0.04996 3.98960 -0.01040 -0.00946 0.02323 0.02679 0.99933
1584175639 -0.05797 4.22448 -0.00884 -0.00992 0.02810 0.02759 0.99918
1584175639 -0.06740 4.48900 -0.00776 -0.00985 0.03449 0.02797 0.99897
1584175639 -0.07871 4.75084 -0.00396 -0.00953 0.04193 0.02847 0.99867
1584175639 -0.09031 5.02885 -0.00145 -0.01022 0.04680 0.02887 0.99843
1584175640 -0.10018 5.30513 0.00016 -0.00942 0.05031 0.02926 0.99826
1584175640 -0.10746 5.58173 0.00056 -0.00846 0.05528 0.02937 0.99800
1584175640 -0.11906 5.87343 0.00256 -0.00781 0.05845 0.02949 0.99782
1584175640 -0.13406 6.16747 0.00406 -0.00776 0.05910 0.02974 0.99778
1584175640 -0.14974 6.47345 0.00555 -0.00774 0.06070 0.02995 0.99768
1584175640 -0.16285 6.74566 0.00615 -0.00709 0.06044 0.02977 0.99770
1584175640 -0.17716 7.03226 0.00934 -0.00694 0.06083 0.03008 0.99767
1584175640 -0.18461 7.32501 0.01059 -0.00767 0.06190 0.03040 0.99759
1584175640 -0.19965 7.66079 0.01059 -0.00828 0.06220 0.03036 0.99757
1584175640 -0.21536 7.97387 0.00846 -0.00854 0.06114 0.03036 0.99763
1584175641 -0.23973 8.31773 0.01113 -0.00837 0.06005 0.03055 0.99769
1584175641 -0.25309 8.63860 0.01735 -0.00869 0.06053 0.03087 0.99765
1584175641 -0.27431 8.98615 0.01980 -0.00901 0.06047 0.03108 0.99764
1584175641 -0.28787 9.32473 0.01734 -0.00848 0.06160 0.03108 0.99758
1584175641 -0.30736 9.68757 0.02195 -0.00860 0.06333 0.03107 0.99747
1584175641 -0.32649 10.03348 0.02398 -0.00942 0.06280 0.03090 0.99750
1584175641 -0.35214 10.39702 0.03226 -0.00960 0.06280 0.03092 0.99750
1584175641 -0.36874 10.73905 0.04008 -0.00937 0.06351 0.03083 0.99746
1584175641 -0.38372 11.10250 0.03827 -0.00976 0.06496 0.03069 0.99737
1584175641 -0.39963 11.45950 0.03184 -0.00974 0.06472 0.03048 0.99739
1584175642 -0.42015 11.82860 0.03411 -0.00906 0.06482 0.03003 0.99740
1584175642 -0.43966 12.19545 0.03236 -0.00965 0.06309 0.02976 0.99752
1584175642 -0.46114 12.54719 0.04168 -0.00924 0.06235 0.02915 0.99759
1584175642 -0.48324 12.90940 0.03875 -0.00914 0.06143 0.02883 0.99765
1584175642 -0.49961 13.27879 0.02935 -0.00911 0.06055 0.02867 0.99771
1584175642 -0.51278 13.62191 0.04213 -0.00934 0.06258 0.02794 0.99760
1584175642 -0.52911 13.97884 0.04223 -0.01007 0.06362 0.02756 0.99754
1584175642 -0.54777 14.32913 0.04494 -0.01071 0.06303 0.02684 0.99759
1584175642 -0.57286 14.68562 0.04773 -0.01054 0.06190 0.02639 0.99768
1584175642 -0.59424 15.02041 0.05741 -0.01065 0.06052 0.02578 0.99778
1584175643 -0.60958 15.38946 0.04479 -0.01145 0.05836 0.02507 0.99792
1584175643 -0.62892 15.72331 0.05611 -0.01081 0.05965 0.02395 0.99787
1584175643 -0.63833 16.05580 0.05633 -0.01098 0.06110 0.02297 0.99781
1584175643 -0.65808 16.39507 0.06415 -0.01228 0.06258 0.02136 0.99774
1584175643 -0.67346 16.73842 0.06813 -0.01381 0.06118 0.01996 0.99783
1584175643 -0.69242 17.08592 0.05927 -0.01356 0.05987 0.01869 0.99794
1584175643 -0.70338 17.41329 0.05633 -0.01184 0.05886 0.01766 0.99804
1584175643 -0.70505 17.75914 0.05656 -0.01248 0.06103 0.01655 0.99792
1584175643 -0.71387 18.12693 0.04567 -0.01189 0.06075 0.01513 0.99797
1584175643 -0.71825 18.46349 0.04866 -0.01069 0.06154 0.01404 0.99795
1584175644 -0.72504 18.77955 0.05254 -0.01062 0.06104 0.01303 0.99799
1584175644 -0.73003 19.14181 0.04883 -0.01134 0.06053 0.01237 0.99803
1584175644 -0.73348 19.49102 0.04757 -0.01161 0.06083 0.01175 0.99801
1584175644 -0.72673 19.84175 0.04621 -0.01189 0.06374 0.01118 0.99783
1584175644 -0.72828 20.20554 0.04286 -0.01152 0.06414 0.00988 0.99783
1584175644 -0.72956 20.55459 0.04181 -0.01194 0.06410 0.00886 0.99783
1584175644 -0.74036 20.89553 0.04198 -0.01212 0.06112 0.00794 0.99803
1584175644 -0.74340 21.22020 0.04594 -0.01228 0.06068 0.00710 0.99806
1584175644 -0.74683 21.58044 0.04124 -0.01340 0.06010 0.00637 0.99808
1584175644 -0.73269 21.92576 0.04518 -0.01472 0.06397 0.00602 0.99783
1584175645 -0.72672 22.27424 0.03960 -0.01413 0.06548 0.00475 0.99774
1584175645 -0.73117 22.63166 0.03213 -0.01437 0.06445 0.00327 0.99781
1584175645 -0.74208 22.99089 0.03366 -0.01583 0.06115 0.00242 0.99800
1584175645 -0.74484 23.34525 0.03433 -0.01465 0.05960 0.00180 0.99811
1584175645 -0.73442 23.70259 0.03402 -0.01417 0.06137 0.00102 0.99801
1584175645 -0.72423 24.07593 0.02886 -0.01580 0.06438 0.00011 0.99780
1584175645 -0.72000 24.44455 0.02017 -0.01612 0.06399 -0.00104 0.99782
1584175645 -0.71887 24.80928 0.01655 -0.01547 0.06304 -0.00230 0.99789
1584175645 -0.71821 25.18211 0.01677 -0.01633 0.06181 -0.00307 0.99795
1584175645 -0.71541 25.56818 0.01311 -0.01809 0.06165 -0.00404 0.99793
1584175646 -0.70317 25.94488 0.01006 -0.01727 0.06212 -0.00493 0.99791
1584175646 -0.69635 26.32287 -0.00160 -0.01665 0.06234 -0.00593 0.99790
